,language,affix,meaning
818,fin,onnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
819,fin,onnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
820,fin,unnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
821,fin,unnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
822,fin,innsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
823,fin,innsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
824,fin,ennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
825,fin,ennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
826,fin,annsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
827,fin,annsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
828,fin,hannsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
829,fin,hannsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
830,fin,hennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
831,fin,hennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
832,fin,hunnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
833,fin,hunnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
834,fin,honnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
835,fin,honnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
836,fin,hönnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
837,fin,hönnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
838,fin,hännsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
839,fin,hännsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
840,fin,hinnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
841,fin,hinnsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
842,fin,ssansä,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
843,fin,ssansä,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:pl|
844,fin,ssänsä,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
845,fin,ssänsä,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:pl|
846,fin,stansä,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
847,fin,stansä,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:pl|
848,fin,stänsä,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
849,fin,stänsä,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:pl|
850,fin,llansä,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
851,fin,llansä,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:pl|
852,fin,llänsä,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
853,fin,llänsä,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:pl|
854,fin,llensä,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:sg|
855,fin,llensä,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:pl|
856,fin,ltansä,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
857,fin,ltansä,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:pl|
858,fin,ltänsä,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
859,fin,ltänsä,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:pl|
860,fin,nansä,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
861,fin,nansä,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:pl|
862,fin,nänsä,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
863,fin,nänsä,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:pl|
864,fin,ksinsä,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
865,fin,ksinsä,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:pl|
866,fin,inensä,POS:nomin|CASE:com|POSS|PERS_POSS:3|NUMB_POSS:sg|
867,fin,inensä,POS:nomin|CASE:com|POSS|PERS_POSS:3|NUMB_POSS:pl|
868,fin,tmme,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:1|NUMB_POSS:pl|
869,fin,tmme,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:1|NUMB_POSS:pl|
870,fin,imme,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
871,fin,jmme,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
872,fin,mme,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:1|NUMB_POSS:pl|
873,fin,nmme,POS:nomin|CASE:gen|POSS|PERS_POSS:1|NUMB_POSS:pl|
874,fin,nmme,POS:nomin|CASE:inst|POSS|PERS_POSS:1|NUMB_POSS:pl|
875,fin,amme,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
876,fin,tamme,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
877,fin,tämme,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
878,fin,ämme,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
879,fin,ttamme,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
880,fin,ttamme,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
881,fin,ttämme,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
882,fin,ttämme,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
883,fin,seenmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
884,fin,siinmme,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
885,fin,onmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
886,fin,unmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
887,fin,inmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
888,fin,enmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
889,fin,anmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
890,fin,hanmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
891,fin,henmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
892,fin,hunmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
893,fin,honmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
894,fin,hönmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
895,fin,hänmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
896,fin,hinmme,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
897,fin,ssamme,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
898,fin,ssämme,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
899,fin,stamme,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
900,fin,stämme,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
901,fin,llamme,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
902,fin,llämme,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
903,fin,llemme,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:pl|
904,fin,ltamme,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
905,fin,ltämme,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
906,fin,namme,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:pl|
907,fin,nämme,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:pl|
908,fin,ksimme,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
909,fin,inemme,POS:nomin|CASE:com|POSS|PERS_POSS:1|NUMB_POSS:pl|
910,fin,tnne,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:2|NUMB_POSS:pl|
911,fin,tnne,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:2|NUMB_POSS:pl|
912,fin,inne,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
913,fin,jnne,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
914,fin,nne,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:2|NUMB_POSS:pl|
915,fin,nnne,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:pl|
916,fin,nnne,POS:nomin|CASE:inst|POSS|PERS_POSS:2|NUMB_POSS:pl|
917,fin,anne,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
918,fin,tanne,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
919,fin,tänne,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
920,fin,änne,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
921,fin,ttanne,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
922,fin,ttanne,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
923,fin,ttänne,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
924,fin,ttänne,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
925,fin,seennne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
926,fin,siinnne,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
927,fin,onnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
928,fin,unnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
929,fin,innne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
930,fin,ennne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
931,fin,annne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
932,fin,hannne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
933,fin,hennne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
934,fin,hunnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
935,fin,honnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
936,fin,hönnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
937,fin,hännne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
938,fin,hinnne,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
939,fin,ssanne,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
940,fin,ssänne,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
941,fin,stanne,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
942,fin,stänne,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
943,fin,llanne,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
944,fin,llänne,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
945,fin,llenne,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:pl|
946,fin,ltanne,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
947,fin,ltänne,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
948,fin,nanne,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:pl|
949,fin,nänne,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:pl|
950,fin,ksinne,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
951,fin,inenne,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:pl|
952,fin,isit,POS:verb|MOOD:cond|PERS:2|NUMB:sg|
953,fin,isin,POS:verb|MOOD:cond|PERS:1|NUMB:sg|
954,fin,isita,POS:verb|MOOD:cond|VOICE:pass|
955,fin,isitä,POS:verb|MOOD:cond|VOICE:pass|
956,fin,isitta,POS:verb|MOOD:cond|VOICE:pass|
957,fin,isittä,POS:verb|MOOD:cond|VOICE:pass|
958,fin,isimme,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
959,fin,isitte,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
960,fin,isivat,POS:verb|MOOD:cond|PERS:3|NUMB:pl|
961,fin,isivät,POS:verb|MOOD:cond|PERS:3|NUMB:pl|
962,fin,isitt,POS:verb|MOOD:cond|VOICE:pass|
963,fin,net,POS:verb|MOOD:pot|PERS:2|NUMB:sg|
964,fin,nen,POS:verb|MOOD:pot|PERS:1|NUMB:sg|
965,fin,neta,POS:verb|MOOD:pot|VOICE:pass|
966,fin,netä,POS:verb|MOOD:pot|VOICE:pass|
967,fin,netta,POS:verb|MOOD:pot|VOICE:pass|
968,fin,nettä,POS:verb|MOOD:pot|VOICE:pass|
969,fin,nemme,POS:verb|MOOD:pot|PERS:1|NUMB:pl|
970,fin,nette,POS:verb|MOOD:pot|PERS:2|NUMB:pl|
971,fin,nevat,POS:verb|MOOD:pot|PERS:3|NUMB:pl|
972,fin,nevät,POS:verb|MOOD:pot|PERS:3|NUMB:pl|
973,fin,nett,POS:verb|MOOD:pot|VOICE:pass|
974,fin,let,POS:verb|MOOD:pot|PERS:2|NUMB:sg|
975,fin,len,POS:verb|MOOD:pot|PERS:1|NUMB:sg|
976,fin,leta,POS:verb|MOOD:pot|VOICE:pass|
977,fin,letä,POS:verb|MOOD:pot|VOICE:pass|
978,fin,letta,POS:verb|MOOD:pot|VOICE:pass|
979,fin,lettä,POS:verb|MOOD:pot|VOICE:pass|
980,fin,lemme,POS:verb|MOOD:pot|PERS:1|NUMB:pl|
981,fin,lette,POS:verb|MOOD:pot|PERS:2|NUMB:pl|
982,fin,levat,POS:verb|MOOD:pot|PERS:3|NUMB:pl|
983,fin,levät,POS:verb|MOOD:pot|PERS:3|NUMB:pl|
984,fin,lett,POS:verb|MOOD:pot|VOICE:pass|
985,vot,jt,POS:nomin|NUMB:pl|CASE:par|
986,vot,ja,POS:nomin|NUMB:pl|CASE:par|
987,vot,jä,POS:nomin|NUMB:pl|CASE:par|
988,vot,jsõ,POS:nomin|NUMB:pl|CASE:ill|
989,vot,jse,POS:nomin|NUMB:pl|CASE:ill|
990,vot,jhasõ,POS:nomin|NUMB:pl|CASE:ill|
991,vot,jhosõ,POS:nomin|NUMB:pl|CASE:ill|
992,vot,jhõsõ,POS:nomin|NUMB:pl|CASE:ill|
993,vot,jhäse,POS:nomin|NUMB:pl|CASE:ill|
994,vot,jhese,POS:nomin|NUMB:pl|CASE:ill|
995,vot,jz,POS:nomin|NUMB:pl|CASE:ines|
996,vot,jza,POS:nomin|NUMB:pl|CASE:ines|
997,vot,jss,POS:nomin|NUMB:pl|CASE:elat|
998,vot,jssa,POS:nomin|NUMB:pl|CASE:elat|
999,vot,jssa,POS:nomin|NUMB:pl|CASE:term|
1000,vot,jle,POS:nomin|NUMB:pl|CASE:alla|
1001,vot,jlõ,POS:nomin|NUMB:pl|CASE:alla|
1002,vot,jlle,POS:nomin|NUMB:pl|CASE:alla|
1003,vot,jllõ,POS:nomin|NUMB:pl|CASE:alla|
1004,vot,jl,POS:nomin|NUMB:pl|CASE:ades|
1005,vot,jll,POS:nomin|NUMB:pl|CASE:ades|
1006,vot,jlla,POS:nomin|NUMB:pl|CASE:ades|
1007,vot,jlt,POS:nomin|NUMB:pl|CASE:abl|
1008,vot,jlta,POS:nomin|NUMB:pl|CASE:abl|
1009,vot,jssi,POS:nomin|NUMB:pl|CASE:tran|
1010,vot,jna,POS:nomin|NUMB:pl|CASE:ess|
1011,vot,jnä,POS:nomin|NUMB:pl|CASE:ess|
1012,vot,jnna,POS:nomin|NUMB:pl|CASE:ess|
1013,vot,jnnä,POS:nomin|NUMB:pl|CASE:ess|
1014,vot,jka,POS:nomin|NUMB:pl|CASE:com|
1015,vot,ta,POS:nomin|NUMB:pl|CASE:par|
1016,vot,tä,POS:nomin|NUMB:pl|CASE:par|
1017,vot,tsõ,POS:nomin|NUMB:pl|CASE:ill|
1018,vot,tse,POS:nomin|NUMB:pl|CASE:ill|
1019,vot,thasõ,POS:nomin|NUMB:pl|CASE:ill|
1020,vot,thosõ,POS:nomin|NUMB:pl|CASE:ill|
1021,vot,thõsõ,POS:nomin|NUMB:pl|CASE:ill|
1022,vot,thäse,POS:nomin|NUMB:pl|CASE:ill|
1023,vot,these,POS:nomin|NUMB:pl|CASE:ill|
1024,vot,tz,POS:nomin|NUMB:pl|CASE:ines|
1025,vot,tza,POS:nomin|NUMB:pl|CASE:ines|
1026,vot,tss,POS:nomin|NUMB:pl|CASE:elat|
1027,vot,tssa,POS:nomin|NUMB:pl|CASE:elat|
1028,vot,tssa,POS:nomin|NUMB:pl|CASE:term|
1029,vot,tle,POS:nomin|NUMB:pl|CASE:alla|
1030,vot,tlõ,POS:nomin|NUMB:pl|CASE:alla|
1031,vot,tlle,POS:nomin|NUMB:pl|CASE:alla|
1032,vot,tllõ,POS:nomin|NUMB:pl|CASE:alla|
1033,vot,tl,POS:nomin|NUMB:pl|CASE:ades|
1034,vot,tll,POS:nomin|NUMB:pl|CASE:ades|
1035,vot,tlla,POS:nomin|NUMB:pl|CASE:ades|
1036,vot,tlt,POS:nomin|NUMB:pl|CASE:abl|
1037,vot,tlta,POS:nomin|NUMB:pl|CASE:abl|
1038,vot,tssi,POS:nomin|NUMB:pl|CASE:tran|
1039,vot,tna,POS:nomin|NUMB:pl|CASE:ess|
1040,vot,tnä,POS:nomin|NUMB:pl|CASE:ess|
1041,vot,tnna,POS:nomin|NUMB:pl|CASE:ess|
1042,vot,tnnä,POS:nomin|NUMB:pl|CASE:ess|
1043,vot,tka,POS:nomin|NUMB:pl|CASE:com|
1044,vot,isid,POS:verb|MOOD:cond|PERS:2|NUMB:sg|
1045,vot,isin,POS:verb|MOOD:cond|PERS:1|NUMB:sg|
1046,vot,isib,POS:verb|MOOD:cond|PERS:3|NUMB:sg|
1047,vot,isimma,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1048,vot,isimmä,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1049,vot,isimmõ,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1050,vot,isitta,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1051,vot,isittä,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1052,vot,isittõ,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1053,vot,izid,POS:verb|MOOD:cond|PERS:2|NUMB:sg|
1054,vot,izin,POS:verb|MOOD:cond|PERS:1|NUMB:sg|
1055,vot,izib,POS:verb|MOOD:cond|PERS:3|NUMB:sg|
1056,vot,izimma,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1057,vot,izimmä,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1058,vot,izimmõ,POS:verb|MOOD:cond|PERS:1|NUMB:pl|
1059,vot,izitta,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1060,vot,izittä,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1061,vot,izittõ,POS:verb|MOOD:cond|PERS:2|NUMB:pl|
1062,vot,id,POS:verb|TENSE:past|PERS:2|NUMB:sg|
1063,vot,in,POS:verb|TENSE:past|PERS:1|NUMB:sg|
1064,vot,ib,POS:verb|TENSE:past|PERS:3|NUMB:sg|
1065,vot,ivad,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1066,vot,iväd,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1067,vot,ita,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1068,vot,itä,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1069,vot,imma,POS:verb|TENSE:past|PERS:1|NUMB:pl|
1070,vot,immä,POS:verb|TENSE:past|PERS:1|NUMB:pl|
1071,vot,immõ,POS:verb|TENSE:past|PERS:1|NUMB:pl|
1072,vot,itta,POS:verb|TENSE:past|PERS:2|NUMB:pl|
1073,vot,ittä,POS:verb|TENSE:past|PERS:2|NUMB:pl|
1074,vot,ittõ,POS:verb|TENSE:past|PERS:2|NUMB:pl|
1075,kar,ti,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|
1076,kar,tn,POS:nomin|NUMB:pl|CASE:gen|
1077,kar,tn,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:1|NUMB:sg|
1078,kar,tn,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:1|NUMB:sg|
1079,kar,ta,POS:nomin|NUMB:pl|CASE:par|
1080,kar,tä,POS:nomin|NUMB:pl|CASE:par|
1081,kar,tta,POS:nomin|NUMB:pl|CASE:par|
1082,kar,ttä,POS:nomin|NUMB:pl|CASE:par|
1083,kar,thš,POS:nomin|NUMB:pl|CASE:ill|
1084,kar,tšša,POS:nomin|NUMB:pl|CASE:ines|
1085,kar,tssa,POS:nomin|NUMB:pl|CASE:ines|
1086,kar,tššä,POS:nomin|NUMB:pl|CASE:ines|
1087,kar,tssä,POS:nomin|NUMB:pl|CASE:ines|
1088,kar,tšta,POS:nomin|NUMB:pl|CASE:elat|
1089,kar,tštä,POS:nomin|NUMB:pl|CASE:elat|
1090,kar,tsta,POS:nomin|NUMB:pl|CASE:elat|
1091,kar,tstä,POS:nomin|NUMB:pl|CASE:elat|
1092,kar,tlta,POS:nomin|NUMB:pl|CASE:abl|
1093,kar,tltä,POS:nomin|NUMB:pl|CASE:abl|
1094,kar,tlda,POS:nomin|NUMB:pl|CASE:abl|
1095,kar,tldä,POS:nomin|NUMB:pl|CASE:abl|
1096,kar,tlla,POS:nomin|NUMB:pl|CASE:alla|
1097,kar,tlla,POS:nomin|NUMB:pl|CASE:ades|
1098,kar,tllä,POS:nomin|NUMB:pl|CASE:alla|
1099,kar,tllä,POS:nomin|NUMB:pl|CASE:ades|
1100,kar,tkši,POS:nomin|NUMB:pl|CASE:tran|
1101,kar,tksi,POS:nomin|NUMB:pl|CASE:tran|
1102,kar,tkse,POS:nomin|NUMB:pl|CASE:tran|
1103,kar,tks,POS:nomin|NUMB:pl|CASE:tran|
1104,kar,tna,POS:nomin|NUMB:pl|CASE:ess|
1105,kar,tna,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1106,kar,tna,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1107,kar,tnä,POS:nomin|NUMB:pl|CASE:ess|
1108,kar,tnä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1109,kar,tnä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1110,kar,ttta,POS:nomin|NUMB:pl|CASE:abes|
1111,kar,ttta,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:2|NUMB:pl|
1112,kar,ttta,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1113,kar,tttä,POS:nomin|NUMB:pl|CASE:abes|
1114,kar,tttä,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:2|NUMB:pl|
1115,kar,tttä,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1116,kar,tneh,POS:nomin|NUMB:pl|CASE:com|
1117,kar,tni,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1118,kar,tš,POS:nomin|NUMB:pl|POSSPERS_POSS:2|NUMB_POSS:sg|
1119,kar,th,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1120,kar,th,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1121,kar,th,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:3|NUMB:pl|
1122,kar,tu,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:3|NUMB:sg|
1123,kar,ty,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:3|NUMB:sg|
1124,kar,tmma,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:1|NUMB:pl|
1125,kar,tmmä,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:pres|PERS:1|NUMB:pl|
1126,kar,tma,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:1|NUMB:pl|
1127,kar,tmä,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:1|NUMB:pl|
1128,kar,tja,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1129,kar,tjä,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1130,kar,tsi,POS:verb|TENSE:past|PERS:2|NUMB:sg|TENSE:past|
1131,kar,loin,POS:nomin|NUMB:pl|CASE:gen|
1132,kar,loia,POS:nomin|NUMB:pl|CASE:par|
1133,kar,loiä,POS:nomin|NUMB:pl|CASE:par|
1134,kar,loita,POS:nomin|NUMB:pl|CASE:par|
1135,kar,loitä,POS:nomin|NUMB:pl|CASE:par|
1136,kar,loihš,POS:nomin|NUMB:pl|CASE:ill|
1137,kar,loišša,POS:nomin|NUMB:pl|CASE:ines|
1138,kar,loissa,POS:nomin|NUMB:pl|CASE:ines|
1139,kar,loiššä,POS:nomin|NUMB:pl|CASE:ines|
1140,kar,loissä,POS:nomin|NUMB:pl|CASE:ines|
1141,kar,loišta,POS:nomin|NUMB:pl|CASE:elat|
1142,kar,loištä,POS:nomin|NUMB:pl|CASE:elat|
1143,kar,loista,POS:nomin|NUMB:pl|CASE:elat|
1144,kar,loistä,POS:nomin|NUMB:pl|CASE:elat|
